"Title","Developer","Publisher","First released","JP","EU / PAL","NA"
"Disgaea: Hour of Darkness•Makai Senki DisgaeaJP","Nippon Ichi Software","Nippon Ichi SoftwareJP, AtlusNA, KoeiPAL","2003-01-30JP","✔","✔","✔"
"Disgaea 2: Cursed Memories•Makai Senki Disgaea 2JP","Nippon Ichi Software","Nippon Ichi SoftwareJP, NIS AmericaNA, KoeiPAL","2006-02-23JP","✔","✔","✔"
"Disney Golf•Disney Golf ClassicJP","T&E Soft","CapcomJP, Electronic ArtsNA, Buena Vista GamesPAL","2002-05-30JP","✔","✔","✔"
"Disney Hannah Montana: Spotlight World Tour","Avalanche Studios","Disney Interactive Studios","2008-08-07NA","","✔","✔"
"Disney Move","Behaviour Interactive","Buena Vista Games","2004-11-19EU","","✔",""
"Disney Presents Piglet's Big Game•Disney's Piglet's Big GameEU","Doki Denki Studio","Gotham Games","2003-03-19NA","","✔","✔"
"Disney Princess: Enchanted Journey•Disney Princess: Mahou no Sekai eJP","Papaya Studio","Disney Interactive Studios","2007-10-16NA","✔","✔","✔"
"Disney Sing It","Zoe Mode","Disney Interactive Studios","2008-10-21NA","","✔","✔"
"Disney Sing It! – High School Musical 3: Senior Year","Disney Interactive Studios","Disney Interactive Studios","2008-11-28EU","","✔","✔"
"Disney Sing It: Pop Hits","Disney Interactive Studios","Disney Interactive Studios","2009-10-06NA","","✔","✔"
"Disney Think Fast","Magenta Software","Disney Interactive Studios","2008-11-07NA","","✔","✔"
"Disney's Chicken Little•Chicken LittleJP, KO, PAL","Avalanche Software","Buena Vista GamesNA, PAL, D3 PublisherJP, THQKO","2005-10-20NA","✔JP, KO","✔","✔"
"Disney's Chicken Little: Ace in Action","Avalanche Software","Buena Vista GamesEU, NA, Disney Interactive StudiosAU","2006-11-09NA","","✔","✔"
"Disney's Dinosaur","Ubisoft Montreal","Ubisoft","2000-12-08PAL","✔","✔",""
"Disney's Donald Duck: Goin' Quackers•Donald Duck: Quack AttackEU•Donald Duck: Rescue Daisakusen!!JP","Ubisoft Montreal","Ubisoft","2000-12-13NA","✔","✔","✔"
"Disney's Extreme Skate Adventure","Toys for Bob","Activision","2003-09-02NA","","✔","✔"
"Disney's Kim Possible: What's the Switch?","Artificial Mind and Movement","Buena Vista GamesNA, Disney Interactive StudiosPAL","2006-10-19NA","","✔","✔"
"Disney's Meet the Robinsons","Avalanche Software","Disney Interactive Studios","2007-03-27NA","","✔","✔"
"Disney's Peter Pan: The Legend of Never-Land","Blue2","Sony Computer Entertainment","2005-10-21EU","","✔",""
"Disney's PK: Out of the Shadows•Disney's Donald Duck: PKEU","Ubisoft Montreal","Ubisoft","2002-10-04EU","","✔","✔"
"Disney's Stitch: Experiment 626•Lilo and Stitch: Stitch no DaiboukenJP","High Voltage Software","Sony Computer Entertainment, Electronic ArtsJP","2002-06-19NA","✔","✔","✔"
"Disney's Tarzan: Untamed•Disney's Tarzan: FreerideEU, JP","Ubisoft Montreal","Ubisoft","2001-11-14NA","✔","✔","✔"
"Disney's Treasure Planet","Bizarre Creations","Sony Computer Entertainment","2002-11-11NA","","✔","✔"
"Disney's Winnie The Pooh's Rumbly Tumbly Adventure","Phoenix Games Studio","Ubisoft","2005-02-08NA","","✔","✔"
"Disney/Pixar Finding Nemo","Traveller's Tales","THQEU, NA, Yuke'sJP","2003-05-12NA","✔","✔","✔"
"Disney/Pixar Ratatouille•Disney/Pixar Remy no Oishii RestaurantJP","Asobo Studio","THQEU, NA, Yuke'sJP","2007-06-26NA","✔JP, KO","✔","✔"
"Disney/Pixar Toy Story 3","Asobo Studio","Disney Interactive Studios","2010-10-21EU","","✔","✔"
"DJ Hero","FreeStyleGames","Activision Blizzard","2009-10-27NA","","✔","✔"
"DJbox","Sony Computer Entertainment","Sony Computer Entertainment","2004-07-29JP","✔","",""
"DodgeBall•Simple 2000 Series Vol. 49: The Dodge BallJP","Access","D3 PublisherJP, 505 Game StreetEU","2004-04-22JP","✔","✔",""
"DoDonPachi Dai-Ou-Jou","Arika","Arika","2003-04-10JP","✔","",""
"The Dog Island•The Dog Island: Hitotsuno no Hana no MonogatariJP","Yuke's","Yuke'sJP, UbisoftNA, PAL","2007-04-26JP","✔","✔","✔"
"Dog of Bay","Marvelous Entertainment","Marvelous Entertainment","2000-12-14JP","✔","",""
"Dog's Life","Frontier Developments","Sony Computer EntertainmentPAL, Hip GamesNA, SuccessJP","2003-10-31PAL","✔","✔","✔"
"DogStation","Konami","Konami","2003-02-06JP","✔","",""
"Dokapon DX: Wataru Sekai wa Oni Darake","Asmik Ace Entertainment","Asmik Ace Entertainment","2004-07-08JP","✔","",""
"Dokapon Kingdom","Sting","StingJP, AtlusNA","2007-11-22JP","✔","","✔"
"Dokapon the World","Asmik Ace Entertainment","Asmik Ace Entertainment","2004-11-03JP","✔","",""
"Doko Demo Issho: Toro to Ippai","Sony Computer Entertainment","Sony Computer Entertainment","2004-09-02JP","✔","",""
"Doko Demo Issho: Toro to Nagare Boshi","Sony Computer Entertainment","Sony Computer Entertainment","2004-04-01JP","✔","",""
"Doko Demo Issho: Watashi na Ehon","Japan Studio","Sony Computer Entertainment","2003-04-24JP","✔","",""
"Doko e Iku no, Anohi","PrincessSoft","PrincessSoft","2005-02-24JP","✔","",""
"Don 2: The Game","Gameshastra","Gameshastra","2013-02-15IN","","✔IN",""
"Donkey Xote","Revistronic","Virgin Play","2008-11-14EU","","✔",""
"Doomsday Racers","Phoenix Games","Phoenix Games","2005-07-15EU","","✔",""
"Dora the Explorer: Dora Saves the Crystal Kingdom","Take-Two Interactive","2KPlay","2009-11-09NA","","","✔"
"Dora the Explorer: Dora Saves the Mermaids","2KPlay","Totally Games","2008-02-11NA","","✔","✔"
"Dora the Explorer: Dora Saves the Snow Princess","High Voltage Software","2KPlay","2008-10-27NA","","✔","✔"
"Dora the Explorer: Journey to the Purple Planet","Take-Two Interactive","Global Star Software","2005-12-02EU","","✔","✔"
"Dora's Big Birthday Adventure","2KPlay","Take-Two Interactive","2010-11-02NA","","","✔"
"The Double Mahjong Puzzle•Simple 2000 Series Vol. 4: The Double Mahjong PuzzleJP","Metro Corporation","D3 Publisher","2002-04-25JP","✔","",""
"Double Reaction! Plus","Daisy Chain","Datam Polystar","2004-09-22JP","✔","",""
"Downforce","Smart Dog","Titus SoftwareNA, MTOJP","2002-06-14NA","✔","","✔"
"Downhill Domination•MT Bikers: Bakusou Mountain BikersJP","Incognito Entertainment","Sony Computer EntertainmentJP, NA, CodemastersEU","2003-07-23NA","✔","✔","✔"
"Downhill Slalom","Phoenix Games","Phoenix Games","2006-10-06EU","","✔",""
"Downtown Run","Ubisoft","Ubisoft","2003-03-28EU","","✔",""
"Dr. Dolittle","Aqua Pacific","Blast! Entertainment Ltd","2006-11-29EU","","✔",""
"Dr. Muto","Midway Games","Midway Games","2002-11-19NA","","✔","✔"
"Dr. Seuss' The Cat in the Hat•The Cat in the HatEU","Magenta Software","Vivendi Universal Games","2003-11-05NA","","✔","✔"
"Drag Racer USA","Phoenix Games","Phoenix Games","2006-10-27EU","","✔",""
"Dragon Ball Z: Budokai•Dragon Ball ZJP","Dimps","BandaiEU, JP, InfogramesAU, NA","2002-11-29EU","✔","✔","✔"
"Dragon Ball Z: Budokai 2•Dragon Ball Z 2JP•Dragon Ball Z 2VJP","Dimps","BandaiEU, JP, AtariAU, NA","2003-11-14EU","✔","✔","✔"
"Dragon Ball Z: Budokai 3•Dragon Ball Z 3JP","Dimps","BandaiEU, JP, AtariAU, NA","2004-11-16NA","✔","✔","✔"
"Dragon Ball Z: Budokai Tenkaichi•Dragon Ball Z Sparking!JP, KO","Spike","BandaiEU, JP, KO, AtariAU, NA","2005-10-06JP","✔JP, KO","✔","✔"
"Dragon Ball Z: Budokai Tenkaichi 2•Dragon Ball Z Sparking! NEOJP, KO","Spike","BandaiEU, JP, KO, AtariAU, NA","2005-10-06JP","✔JP, KO","✔","✔"
"Dragon Ball Z: Budokai Tenkaichi 3•Dragon Ball Z Sparking! MeteorJP, KO","Spike","BandaiEU, JP, KO, AtariAU, NA","2007-10-04JP","✔JP, KO","✔","✔"
"Dragon Ball Z: Infinite World","Dimps","BandaiEU, JP, KO, AtariNA","2008-12-08JP, KO, NA","✔JP, KO","✔","✔"
"Dragon Ball Z: Sagas","Avalanche Software","Atari","2005-03-22NA","","","✔"
"Dragon Blaze","Psikyo","505 GameStreet","2006-06-23EU","","✔",""
"Dragon Quest & Final Fantasy in Itadaki Street Special","Square Enix","Square Enix","2004-12-22JP","✔","",""
"Dragon Quest Characters: Torneko no Daiboiken 3 – Fushigi no Dungeon","Chunsoft","Enix Corporation","2002-10-31JP","✔","",""
"Dragon Quest V: Tenkuu no Hanayome","Matrix Software","Square Enix","2004-03-25JP","✔","",""
"Dragon Quest VIII: Journey of the Cursed King•Dragon Quest VIII: Sora to Umi to Daichi to Norowareshi HimegimiJP•Dragon Quest: The Journey of the Cursed KingPAL","Level-5","Square Enix","2004-11-27JP","✔","✔","✔"
"Dragon Quest: Shounen Yangus to Fushigi no Dungeon","Cavia","Square Enix","2006-04-20JP","✔","",""
"Dragon Rage","3DO","3DO","2001-11-27NA","","✔","✔"
"Dragon Shadow Spell","Flight-Plan","Flight-Plan","2007-01-18JP","✔","",""
"Dragon Sisters•Simple 2000 Series Vol. 87: The NadeshikoJP","Tamsoft","D3 PublisherJP, 505 Game StreetEU","2005-11-10JP","✔","✔",""
"Dragon's Lair 3D: Special Edition","Dragonstone Software","THQ","2004-03-26EU","","✔",""
"Drakan: The Ancients' Gates","Surreal Software","Sony Computer Entertainment","2002-01-28NA","","✔","✔"
"Drakengard•Drag-on DragoonJP","Cavia","Square EnixAU, JP, NA, Gathering of DevelopersEU","2003-09-11JP","✔","✔","✔"
"Drakengard 2•Drag-On Dragon 2: Fuuin no KurenaiJP","Cavia","Square EnixJP, UbisoftNA, PAL","2005-06-16JP","✔","✔","✔"
"Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!","Scarab","Enix Corporation","2002-05-23JP","✔","",""
"Drastic Killer","Tenky","Bandai","2008-07-31JP","✔","",""
"Dream Audition","Jaleco Entertainment","Jaleco Entertainment","2000-08-03JP","✔","",""
"Dream Audition 2","Jaleco Entertainment","Jaleco Entertainment","2000-12-14JP","✔","",""
"Dream Audition 3","Jaleco Entertainment","Pacific Century Cyber Works","2001-07-05JP","✔","",""
"Dream Audition Super Hit Disc 1","Jaleco Entertainment","Pacific Century Cyber Works","2001-11-22JP","✔","",""
"Dream Audition Super Hit Disc 2","Jaleco Entertainment","Pacific Century Cyber Works","2001-11-22JP","✔","",""
"DreamMix TV World Fighters","Bitstep","Hudson Soft","2003-12-18JP","✔","",""
"DreamWorks & Aardman Flushed Away","Monkey Bar Games","Activision","2006-10-24NA","","✔","✔"
"DreamWorks Kung Fu Panda","Xpec","D3 Publisher","2008-06-03NA","","✔","✔"
"DreamWorks Madagascar","Toys for Bob","ActivisionEU, NA, BandaiJP","2005-05-23NA","✔","✔","✔"
"DreamWorks Shrek Smash n' Crash Racing","Activision","Activision","2006-11-14NA","","✔","✔"
"DreamWorks Shrek SuperSlam","Shaba Games","Activision","2005-10-25NA","","✔","✔"
"DreamWorks Shrek the Third","Amaze Entertainment","Activision","2005-05-15NA","","✔","✔"
"Drive to Survive•Mashed: Fully LoadedEU•Simple 2000 Ultimate Series Vol. 28: Bousou! Kenka Grand Prix, Drive to SurviveJP","Supersonic Software","Empire InteractiveEU, NA, D3 PublisherJP","2005-03-24EU","","✔","✔"
"Driven","BAM! Entertainment","BAM! Entertainment","2001-11-06NA","","✔","✔"
"Driver 3","Reflections Interactive","Atari","2004-06-21NA","✔","✔","✔"
"Driver: Parallel Lines","Reflections Interactive","AtariKO, NA, PAL, AQ InteractiveJP","2006-03-14NA","✔JP, KO","✔","✔"
"Driving Emotion Type-S","Escape","SquareSoftJP, NA, Electronic ArtsEU","2000-03-30JP","✔","✔","✔"
"Drome Racers","Attention to Detail","Electronic Arts, Lego Interactive","2002-11-20NA","","✔","✔"
"Dropship: United Peace Force","SCE Studios Camden","Sony Computer EntertainmentEU, BAM! EntertainmentNA","2002-01-18EU","","✔","✔"
"DrumMania","Konami Computer Entertainment Japan","Konami","2000-03-04JP","✔","",""
"DT Carnage","Axis Entertainment","Agetec Inc.","2008-09-06NA","","","✔"
"DT Racer•Axel ImpactKO","Axis Entertainment","XS GamesEU, NA, SCE KoreaKO","2003-10-16KO","✔KO","✔","✔"
"Dual Hearts","Matrix Software","Sony Computer EntertainmentJP, AtlusNA","2002-02-14JP","✔","","✔"
"Duel Masters","High Voltage Software","Atari","2004-11-02NA","","✔","✔"
"Duel Masters: Birth of Super Dragon","Shogakukan","Kids Station","2005-03-24JP","✔","",""
"Duel Savior Destiny","Giga","Alchemist","2005-12-25JP","✔","",""
"The Dukes of Hazzard: Return of the General Lee","Ratbag Games","Ubisoft","2004-09-28NA","","","✔"
"Dynasty Tactics•San Goku Shi SenkiJP","Omega Force","Koei","2002-02-14JP","✔","✔","✔"
"Dynasty Tactics 2•San Goku Shi Senki 2JP","Omega Force","Koei","2003-06-26JP","✔","✔","✔"
"Dynasty Warriors 2•Shin Sangoku MusouJP","Omega Force","KoeiJP, NA, Midas Interactive EntertainmentEU","2000-08-03JP","✔","✔","✔"
"Dynasty Warriors 3•Shin Sangoku Musou 2JP","Omega Force","Koei","2001-09-20JP","✔AS, JP, KO","✔","✔"
"Dynasty Warriors 3: Xtreme Legends (Expansion)•Shin Sangoku Musou 2 MushoudenJP","Omega Force","Koei","2002-08-29JP","✔","✔","✔"
"Dynasty Warriors 4•Shin Sangoku Musou 3JP•Jin Samgung Mussang 3KO","Omega Force","Koei","2003-02-27JP","✔JP, KO","✔","✔"
"Dynasty Warriors 4: Empires (Expansion)•Shin Sangoku Musou 3 EmpiresJP","Omega Force","Koei","2004-03-18JP","✔","✔","✔"
"Dynasty Warriors 4: Xtreme Legends (Expansion)•Shin Sangoku Musou 3 MushoudenJP","Omega Force","Koei","2003-09-25JP","✔","✔","✔"
"Dynasty Warriors 5•Shin Sangoku Musou 4JP","Omega Force","Koei","2005-02-24JP","✔","✔","✔"
"Dynasty Warriors 5: Empires (Expansion)•Shin Sangoku Musou 4 EmpiresJP, KO","Omega Force","Koei","2006-03-23JP","✔JP, KO","✔","✔"
"Dynasty Warriors 5: Xtreme Legends (Expansion)•Shin Sangoku Musou 4 MoushoudenJP","Omega Force","Koei","2005-09-15JP","✔","✔","✔"
"Dynasty Warriors 6•Shin Sangoku Musou 5 SpecialJP","Omega Force","Koei","2008-10-02JP","✔","","✔"
"Dynasty Warriors: Gundam 2•Gundam Musou 2JP","Omega Force","Koei","2008-12-18JP","✔","","✔"
"E'tude Prologue: Yureugoku Kokoro no Katachi","Takuyo","Takuyo","2006-04-27JP","✔",""
"Eagle Eye Golf•Enjoy Golf!JP","Telenet Japan","Telenet JapanJP, 505 Game StreetEU, Aksys GamesNA","2005-06-23JP","✔","✔","✔"
"Earache Extreme Metal Racing","Metro3D","Metro3D","2007-02-02EU","","✔",""
"Ecco the Dolphin: Defender of the Future","Appaloosa Interactive","Sony Computer EntertainmentEU, Acclaim EntertainmentNA","2002-02-22EU","","✔","✔"
"Echo Night: Beyond•Nebula: Echo NightJP","FromSoftware","FromSoftwareJP, Agetec Inc.NA, Indie GamesEU","2004-01-22JP","✔","✔","✔"
"Ed, Edd n Eddy: The Mis-Edventures","Artificial Mind and Movement","Midway Games","2005-11-03NA","","✔","✔"
"Edel Blume","Design Factory","Idea Factory","2008-04-24JP","✔","",""
"Edit Racing•Simple 2000 Ultimate Series Vol. 2: Edit RacingJP","Yuke's","D3 Publisher","2002-03-28JP","✔","",""
"Edomono","Global A","Global A","2005-07-07JP","✔","",""
"Ef: A Fairy Tale of the Two","Minori","ComfortSoft","2010-04-29JP","✔","",""
"Egg Mania: Eggstreme Madness•Tsukande! Mawashite! Dossun Pazuru Egg ManiaJP•Eggo ManiaEU","HotGen","Kemco","2002-09-12JP, NA","✔","✔","✔"
"Eien no Aselia: Kono Daichi no Hate de","Xuse","Nippon Ichi Software","2005-05-12JP","✔","",""
"Eikan wa Kimini 2002: Koushien no Kodou","Artdink","DigiCube","2002-07-18JP","✔","",""
"Eikan wa Kimini 2004: Koushien no Kodou","Artdink","Artdink","2004-07-15JP","✔","",""
"Eikan wa Kimini: Koushien e no Michi","Artdink","Artdink","2000-07-27JP","✔","",""
"Eikan wa Kimini: Koushien no Hasha","Artdink","Artdink","2001-08-02JP","✔","",""
"Eisei Meijin IV","Konami","Konami","2000-04-13JP","✔","",""
"Eisei Meijin V","Konami","Konami","2001-03-29JP","✔","",""
"Eisei Meijin VI","Konami","Konami","2002-02-28JP","✔","",""
"Eisei Meijin VII","Konami","Konami","2003-03-13JP","✔","",""
"El Tigre: The Adventures of Manny Rivera","Blue Tongue Entertainment","THQ","2007-10-29NA","","✔","✔"
"Elminage: Yami no Miko to Kamigami no Yubiwa","Starfish SD","Starfish SD","2008-03-27JP","✔","",""
"Elvandia Story","Spike","Spike","2007-04-26JP","✔","",""
"Elysion","Terios","NEC Interchannel","2003-05-01JP","✔","",""
"Empire of Atlantis","Phoenix Games","Phoenix Games","2006EU","","✔",""
"Endgame","Cunning Developments","Empire Interactive","2002-05-31EU","","✔","✔"
"Endonesia","Vanpool","Enix","2001-05-31JP","✔","",""
"Energy Airforce","Taito","TaitoJP, 505 GamesEU","2002-09-26JP","✔","✔",""
"Energy Airforce Aim Strike!","Taito","TaitoJP, 505 GamesEU","2003-10-02JP","✔","✔",""
"England International Football","Codemasters","Codemasters","2004-04-30EU","","✔",""
"Enter the Matrix","Shiny Entertainment","InfogramesEU, NA, BandaiJP","2003-05-14NA","✔","✔","✔"
"Enthusia Professional Racing","Konami","Konami","2005-03-17JP","✔","✔","✔"
"EOE: Eve of Extinction•EOE: Houkai no ZenyaJP","Yuke's","Eidos Interactive","2002-02-26NA","✔","✔","✔"
"Ephemeral Fantasia•Reiselied: Ephemeral FantasiaJP","Konami","Konami","2000-08-10JP","✔","✔","✔"
"Eragon","Stormfront Studios","Vivendi Games","2006-11-14NA","","✔","✔"
"Erde: Nezu no Izuki no Shita de","KID","KID","2002-12-19JP","✔","",""
"Erementar Gerad: Matoe, Suifuu no Tsurugi","Taito","Taito","2005-06-30JP","✔","",""
"Escape from Monkey Island","LucasArts","LucasArts","2001-06-18NA","","✔","✔"
"Espgaluda","Cave","Arika","2004-06-17JP","✔","",""
"ESPN College Hoops","Kush Games","Sega","2003-11-13NA","","","✔"
"ESPN College Hoops 2K5","Visual Concepts","Sega","2004-11-17NA","","","✔"
"ESPN International Track & Field•Ganbare Nippon! Olympic 2000JP•International Track & Field 2000EU","Konami","Konami","2000-08-31JP","✔","✔","✔"
"ESPN International Winter Sports 2002•Hyper Sports 2002 WinterJP","Konami","Konami","2002-01-28NA","✔","✔","✔"
"ESPN Major League Baseball","Blue Shift","Sega","2004-05-04NA","","","✔"
"ESPN MLS ExtraTime","Konami","Konami","2001-04-16NA","","","✔"
"ESPN National Hockey Night","Konami","Konami","2001-03-08JP","✔","✔","✔"
"ESPN NBA 2K5","Visual Concepts","Sega","2004-09-30NA","","✔","✔"
"ESPN NBA 2Night","Konami","Konami","2000-12-21JP","✔","✔","✔"
"ESPN NBA 2Night 2002","Konami","Konami","2002-02-25NA","✔","✔","✔"
"ESPN NBA Basketball","Visual Concepts","Sega","2003-10-21NA","","✔","✔"
"ESPN NFL 2K5•ESPN NFL 2005EU","Visual Concepts","Sega","2004-07-20NA","","✔","✔"
"ESPN NFL Football","Visual Concepts","Sega","2003-09-03NA","","✔","✔"
"ESPN NFL PrimeTime 2002","Konami","Konami","2001-12-02NA","","","✔"
"ESPN NHL 2K5","Kush Games","Sega","2004-08-30NA","","✔","✔"
"ESPN NHL Hockey","Kush Games","Sega","2003-09-09NA","","✔","✔"
"ESPN Winter X-Games Snowboarding","Konami","Konami","2000-10-24NA","✔","✔","✔"
"ESPN Winter X-Games Snowboarding 2002•ESPN Winter X-Games Snowboarding 2EU","Konami","Konami","2001-11-29JP","✔","✔","✔"
"ESPN X-Games Skateboarding","Konami","Konami","2001-08-13NA","✔","✔","✔"
"Eternal Poison•Poison PinkJP","Flight-Plan","BanprestoJP, AtlusNA","2008-02-14JP","✔","","✔"
"Eternal Quest•Simple 2000 Series Vol. 20: The Dungeon RPGJP","Tamsoft","D3 PublisherJP, Midas Interactive EntertainmentEU","2002-12-19JP","✔","✔",""
"Eternal Ring","FromSoftware","FromSoftwareJP, AgetecNA, UbisoftEU","2000-03-04JP","✔","✔","✔"
